period,value
31/12/2023,2.75
31/12/2022,2.82
31/12/2021,4.33
31/12/2020,3.89
31/12/2019,3.11
31/12/2018,3.1
31/12/2017,3.17
31/12/2016,3.21
31/12/2015,3.56
31/12/2014,3.41
31/12/2013,3.59
31/12/2012,3.21
31/12/2011,3.6
31/12/2010,4.27
31/12/2009,4.6
31/12/2008,4.65
31/12/2007,4.64
31/12/2006,4.82
31/12/2005,5.31
31/12/2004,5.6
31/12/2003,5.78
31/12/2002,6.01
31/12/2001,6.28
31/12/2000,6.42
31/12/1999,6.74
31/12/1998,6.85
31/12/1997,6.01
31/12/1996,5.88
